Name,spot,city,detail,photo,url
秋田県,玉川温泉,仙北市,強酸性（pH1.05）の単一湧出口の源泉として、日本一の湧出量を誇る。,https://chocotabi-saitama.jp/cms/wp-content/uploads/2019/08/001_%E9%9C%B2%E5%A4%A9%E9%A2%A8%E5%91%82A_c-800x600.jpg,https://www.tamagawa-onsen.jp/
秋田県,乳頭温泉郷,仙北市,秘湯として知られる10軒の温泉宿が点在。それぞれの宿には個性的な湯治文化が息づく。,https://tabiiro.jp/lpimg/yado/100880/main/img1.jpg,https://www.qkamura.or.jp/nyuto/
山形県,山寺（宝珠山立石寺）,山形市,9世紀に山腹に築かれた仏教寺院。山頂の五大堂からは、山形市街地や最上川を一望できる。,https://yamagatakanko.com/lsc/upfile/spot/0000/2352/2352_2_l.jpg,https://rissyakuji.jp/
山形県,蔵王温泉,山形市,東北屈指の規模と歴史を誇る温泉地。蔵王連峰の麓に広がる高原リゾートとしても人気。,https://cdn.jalan.jp/assets/img/pages/onsen/50048.jpg,https://www.jupeer-zao.com/roten/
山形県,羽黒山,鶴岡市,出羽三山のひとつ。修験道の聖地として知られる。五重塔や御神体山など、歴史的な建造物が点在する。,https://img.guide.travel.co.jp/article/743/34161/1FE5984FAD4D493FA80BCEE40A1AED4A_L.jpg,http://www.dewasanzan.jp/publics/index/71/
福島県,大内宿,下郷町,会津西街道沿いに残る宿場町。茅葺屋根の古民家が立ち並ぶ風情ある街並み。,https://www.fukushimatrip.com/wp-content/uploads/IGP1893-2-1024x680.jpg,https://ouchi-juku.com/
福島県,鶴ヶ城,会津若松市,会津若松のシンボル。日本百名城に選定。,https://www.tsurugajo.com/wp/wp-content/themes/tsurugajo-2022_gpchild/assets/images/tsurugajo/page-tensyukaku-feature-02@2x.jpg,https://www.tsurugajo.com/tsurugajo/
福島県,磐梯山,会津若松市、猪苗代町,日本百名山。五色沼、磐梯熱海温泉などの観光スポットも充実。,https://www.urabandai-inf.com/wp-content/uploads/2021/07/005-4-750x500_c.jpg,https://www.urabandai-inf.com/?page_id=24966
茨城県,国営ひたち海浜公園,ひたちなか市,春はネモフィラ、夏はひまわり、秋はコスモスなど、季節の花々が咲き誇る広大な都市公園,https://www.ibarakiguide.jp/data/spot/1679733839_9.jpg,https://hitachikaihin.jp/
茨城県,偕楽園,水戸市,水戸藩第9代藩主徳川斉昭によって造営された日本三名園のひとつ,https://mitokoumon.com/content/images/2021/03/kairakuen_spring.jpg,https://ibaraki-kairakuen.jp/
茨城県,筑波山,つくば市、石岡市、笠間市,標高877mの活火山。ハイキングや登山、ロープウェイで山頂へ,https://ttca.jp/ttca21/wp-content/uploads/2023/04/TXD_3744.jpg,https://www.mt-tsukuba.com/?page_id=136
栃木県,日光東照宮,日光市,世界遺産に登録された、徳川家康を祀る神社。,https://travel.rakuten.co.jp/mytrip/sites/mytrip/files/styles/main_image/public/migration_article_images/howto/toshogu-guide-key.jpg?itok=fVzlkGu-,https://www.toshogu.jp/
栃木県,華厳の滝,日光市,高さ97mの滝。日光国立公園の代表的な観光スポット。,https://www.nippon.com/ja/ncommon/contents/guide-to-japan/1275846/1275846.jpg,https://www.nikko-kankou.org/spot/5
栃木県,中禅寺湖,日光市,男体山の噴火でできた湖。遊覧船やカヌーなどのアクティビティが楽しめる。,https://www.tochigiji.or.jp/wp-content/uploads/spot/2021/09/8374C77F4176E8264FC4A986D5D1CB62-700x466.jpg,https://www.nikko-kankou.org/spot/12
群馬県,湯畑,草津町,世界最大級の露天風呂群。湧き出る温泉が木樋を通って滝壺へ流れ落ちる光景が有名。,https://cdn.jalan.jp/jalan/images/pict2L/Y2/Y318392/Y318392193.jpg,https://www.kusatsu-onsen.ne.jp/onsen/
群馬県,河鹿橋,渋川市,鮮やかな朱色が印象的な橋。伊香保温泉から源泉地への湯元通りにあり、自然豊かな景色を見ながら散策できる。,https://www.mimatsukan.com/wp/wp-content/uploads/2013/09/4c622f71fabc0b96b98d88fb56f53398.jpg,https://www.city.shibukawa.lg.jp/kankou/event/matsuri/p000308.html
群馬県,富岡製糸場,富岡市,世界遺産に登録された、明治時代の近代産業遺産。当時の製糸工場の様子を再現した展示を見学できる。,https://www.tomioka-silk.jp/files/navigation/29_1_ja.png,https://www.tomioka-silk.jp/tomioka-silk-mill/
埼玉県,さいたまスーパーアリーナ,さいたま市,国内最大級の多目的アリーナ。コンサートやスポーツイベントなど、さまざまなイベントが開催される。,https://www.stib.jp/wp-content/uploads/2010/12/0020.jpg,https://www.saitama-arena.co.jp/
埼玉県,鉄道博物館,さいたま市,鉄道の歴史や技術を学べる博物館。実物車両やジオラマなど、さまざまな展示が楽しめる。,https://www.timesclub.jp/sp/tanomachi_ex/saitama/omiya/images/002_ph001.jpg,https://www.railway-museum.jp/
埼玉県,東武動物公園,宮代町,"約200種1,000点の動物が飼育されている動物園。コアラやパンダなどの人気動物も見られる。",https://tabi-mag.jp/wp-content/uploads/SA005801.jpg,https://www.tobuzoo.com/
千葉県,東京ディズニーランド・東京ディズニーシー,浦安市,世界最高峰のテーマパーク,https://plan.tokyodisneyresort.jp/on/demandware.static/-/Sites-CRS-Library/default/dw873da7fe/images/home/img_homePage.jpg,https://www.tokyodisneyresort.jp/
千葉県,成田山新勝寺,成田市,関東三大不動の一つ,https://travel.rakuten.co.jp/mytrip/sites/mytrip/files/styles/main_image/public/migration_article_images/howto/naritasan-guide-key.jpg?itok=BmwOnMK-,https://www.naritasan.or.jp/
千葉県,鴨川シーワールド,鴨川市,イルカやシャチなどのショーや、クジラウォッチングが楽しめる,https://yomeruba.com/archives/001/202307/1a5753c8dda1188ca22258eb6a541595e8ec765784205000f3d77bf0a8dcb574.jpg,https://www.kamogawa-seaworld.jp/
東京都,東京スカイツリー,墨田区,高さ634mの電波塔。展望デッキからは東京の街並みを一望できる。,https://www.clubgets.com/tabimegu/img/blog/tokyo/asakusa/skytree01.jpg,https://www.tokyo-skytree.jp/
東京都,浅草寺,台東区,江戸時代創建の寺院。雷門や仲見世通りなど、下町情緒あふれるエリア。,https://rimage.gnst.jp/livejapan.com/public/article/detail/a/00/04/a0004438/img/basic/a0004438_main.png,https://www.senso-ji.jp/
東京都,上野恩賜公園,台東区,西郷隆盛像や国立博物館などの文化施設、動物園、遊園地などがある。,https://www.kensetsu.metro.tokyo.lg.jp/content/000026285.jpg,https://www.kensetsu.metro.tokyo.lg.jp/jimusho/toubuk/ueno/index_top.html
神奈川県,横浜中華街,横浜市中区,関東最大の中華街。約600の店舗が軒を連ねる。,https://image.asoview-media.com/image/production/spot/14104aj2200024336.jpg,https://www.chinatown.or.jp/
神奈川県,横浜・八景島シーパラダイス,横浜市金沢区,水族館、遊園地、ショッピングモール、ホテルなどが一体となった複合型レジャー施設。,https://www.seaparadise.co.jp/image/top_about.jpg,https://www.seaparadise.co.jp/index.html
神奈川県,新江ノ島水族館,藤沢市,相模湾に面した水族館。イルカショーやペンギンショーなど、さまざまなイベントを開催。,https://image.asoview-media.com/image/production/base/153298/59244bc0-89df-4bb2-9c0e-0995b3aaec6a.jpg,https://www.enosui.com/
新潟県,笹川流れ,村上市,日本海の荒波によって削られた、日本屈指の透明度を誇る景勝地。,https://niigata-kankou.or.jp/image/rendering/attraction_image/1944/trim.900/3/2?v=9ab9f09553268881db8ef3096101be093f22a3b7,https://niigata-kankou.or.jp/spot/7145
新潟県,清津峡,十日町市,コバルトブルーに輝く清流と、断崖絶壁が織りなす絶景。,https://www.tokamachishikankou.jp/wp/wp-content/uploads/2022/01/2022.1.7_kiyotsukyo9.jpg,https://nakasato-kiyotsu.com/
新潟県,佐渡金山,佐渡市,世界遺産に登録された、日本最大の金山。,https://niigata-kankou.or.jp/image/rendering/attraction_image/111592/trim.900/3/2?v=966d743525f189aec42b5c87ff8288adb3e1b27e,https://www.sado-kinzan.com/
富山県,黒部ダム,立山町,日本最大級のアーチ式ダム。,https://www.info-toyama.com/storage/tourism_attractions/31038/responsive_images/ooeuapac6bpR7DYBhWhICEgwsYgfPZAEJ36fj2uB__1673_1115.jpeg,https://www.kurobe-dam.com/
富山県,立山黒部アルペンルート,立山町,黒部ダムから室堂平まで、バス、ケーブルカー、ロープウェイで巡る観光ルート。,https://toyama.visit-town.com/wp/wp-content/uploads/9ece03c7382600c620349430b400bb1a-scaled.jpg,https://www.alpen-route.com/index.php
富山県,みくりが池,立山町,立山連峰の火口湖。,https://www.info-toyama.com/storage/tourism_attractions/31017/responsive_images/HZaESeYLBryLEUHXlCz707L61xB0p1rQjkLvCO8E__1673_1115.jpeg,https://www.info-toyama.com/attractions/31017
石川県,兼六園,金沢市,金沢市の中心部に位置する、日本三名園の一つ。四季折々の美しい景色を楽しめる。,https://www.kanazawa-kankoukyoukai.or.jp/lsc/upfile/spot/0001/0106/10106_9_l.jpg,https://www.pref.ishikawa.jp/siro-niwa/kenrokuen/
石川県,金沢城,金沢市,加賀藩の居城。石川門や三十間長屋など、重要文化財に指定されている建造物も多く残る。,https://www.hot-ishikawa.jp/image/rendering/attraction_image/816/keep/1200?v=810d0a6630c0815c881751c0de1c67fa8a81230d,https://www.pref.ishikawa.jp/siro-niwa/kanazawajou/
石川県,ひがし茶屋街,金沢市,江戸時代の茶屋町の町並みが保存されている。伝統工芸品や和菓子などの買い物や、茶屋での食事を楽しむことができる。,https://www.machiya-inn-japan.com/blog/ja/wp-content/uploads/2022/02/DSCF4254.jpeg,https://www.kanazawa-kankoukyoukai.or.jp/spot/detail_10212.html
福井県,福井県立恐竜博物館,勝山市,恐竜の化石や骨格標本を中心に、恐竜に関する展示が充実した博物館。ティラノサウルスの全身骨格「フクイラプトル」が有名。,https://dearfukui.jp/wp-content/uploads/2016/12/IMG_7526.jpg,https://www.dinosaur.pref.fukui.jp/
福井県,東尋坊,坂井市,断崖絶壁が続く海岸線。国の天然記念物に指定されている。,https://static.yukoyuko.net/images/onsen/onsen_0762_0001.jpg,https://www.fuku-e.com/spot/detail_1476.html
福井県,三方五湖,美浜町・若狭町,若狭湾に浮かぶ5つの湖。自然豊かな景観が楽しめる。,https://www.fuku-e.com/lsc/upfile/spot/0000/1506/1506_2_l.jpg,https://www.fuku-e.com/spot/detail_1506.html
山梨県,富士山,山梨県全域,世界遺産に登録された日本一の高峰。登山や観光など、さまざまな楽しみ方ができる。,https://s3.ap-northeast-1.amazonaws.com/bukkenmatome.nxin.jp/life/images/20211224021152/th_th_pixta_77370244_M-2000x1333.jpg,https://www.fujisan-climb.jp/
山梨県,河口湖,南都留郡富士河口湖町,富士五湖のひとつで、富士山の絶景を楽しめる。,https://img.activityjapan.com/wi/kawaguchiko-recommended-route_thumb.jpg,https://fujisan.ne.jp/
山梨県,山中湖,南都留郡山中湖村,富士五湖のひとつで、リゾート地として人気。,https://www.img-ikyu.com/contents/dg/yahoo_contents/kanko/area/yamanashi_yamanakako.jpg,https://lake-yamanakako.com/
長野県,善光寺,長野市,7世紀に創建された日本三大霊場の一つ。本尊は秘仏のため、7年に一度公開される前立本尊を拝観する。,https://www.nagano-cvb.or.jp/modules/xelfinder/index.php/view/193/%E5%96%84%E5%85%89%E5%AF%BA%E6%9C%AC%E5%A0%82_%E7%A7%8B3.jpg,https://www.zenkoji.jp/
長野県,松本城,松本市,国の重要文化財であり、五重六階の天守を持つ日本最古の国宝。,https://www.homemate-research-castle.com/useful/16938_tour_019/image/img-01.jpg,https://www.matsumoto-castle.jp/
長野県,上高地,松本市,北アルプスの中腹に位置する高山景勝地。河童橋や徳澤園などが人気。,https://fivesense.guide/wp/wp-content/uploads/2023/07/IMG_3823.jpg,https://www.kamikochi.or.jp/
岐阜県,白川郷合掌造り集落,白川村,世界遺産に登録された、茅葺きの家屋が立ち並ぶ合掌造り集落。四季折々の美しい景色を楽しむことができる。,https://www.his-j.com/theme/world-heritage/asia/japan/hokuriku/shirakawa-go/img/main01.jpg,https://shirakawa-go.gr.jp/
岐阜県,飛騨高山の古い町並み,高山市,江戸時代の面影を残す、蔵造りの町並み。坂道や石畳の街並みを散策するのも楽しい。,https://s3cdn.sotoasobi.net/outfitter/wp-content/uploads/20210509202626/pixta_70542200_M-top-min.jpg,https://www.kankou-gifu.jp/spot/detail_1209.html
岐阜県,下呂温泉,下呂市,日本三名泉のひとつに数えられる、歴史ある温泉地。四季折々の湯花を楽しむことができる。,https://trvimg.r10s.jp/share/themes/onsen/images/id/OK00533_gifu.jpg,https://www.gero-spa.or.jp/
静岡県,富士山,静岡市、富士宮市、裾野市、御殿場市、駿東郡、富士市,世界文化遺産に登録された日本最高峰の山。世界中から多くの観光客が訪れる。,https://s3.ap-northeast-1.amazonaws.com/bukkenmatome.nxin.jp/life/images/20211224021152/th_th_pixta_77370244_M-2000x1333.jpg,https://www.fujisan-climb.jp/
静岡県,三保松原,静岡市清水区,海岸沿いに約3万本の松が生い茂り、富士山との景色は「日本新三景」に選定されている。,https://www.visit-shizuoka.com/_images/kanko/336_1.jpg,https://miho-no-matsubara.jp/
静岡県,熱海温泉,熱海市,古くから栄えた温泉街。海と山に囲まれた自然豊かな環境で、四季折々の景色を楽しむことができる。,https://cdn.jalan.jp/jalan/images/pict2L/Y6/Y326876/Y326876854.jpg,https://www.atamispa.com/
愛知県,名古屋城,名古屋市,尾張徳川家の居城として栄えた、国の特別史跡に指定されている城郭。,https://www.aichi-now.jp/upload/spot_images/d950a51f14f3a38c8669382341d707e6.jpg,https://www.nagoyajo.city.nagoya.jp/
愛知県,熱田神宮,名古屋市,全国三社の一つに数えられる、日本最古の神社の一つ。,https://www.aichi-now.jp/upload/spot_images/c87a598374888cf9c1f8621e8049dbad.JPG,https://www.atsutajingu.or.jp/
愛知県,東山動植物園,名古屋市,日本で初めての公立動植物園。動物園と植物園の両方が楽しめる。,https://www.knt.co.jp/meito/images/higashiyama_zoo_mv.jpg,https://www.higashiyama.city.nagoya.jp/
三重県,伊勢神宮内宮（皇大神宮）,伊勢市,皇室の祖先である天照大神を祀る神社。日本の総鎮守として、国内外から多くの参拝客が訪れる。,https://shupo.jr-central.co.jp/img2/spot/10/1039/sub1_jp.jpg,https://www.isejingu.or.jp/about/naiku/
三重県,鳥羽水族館,鳥羽市,"国内最大級の水族館。ジンベエザメやマンタなどの大型海洋生物をはじめ、ジュゴンやカワウソなど、約30,000点の生き物を見ることができる。",https://www.iseshima-kanko.jp/storage/tourism_attractions/1545/responsive_images/UZibHYCUDKgxFN7R1nwQIfh61rGtwRYbOtzvCWSv__1181_782.jpeg,https://aquarium.co.jp/
三重県,ナガシマスパーランド,桑名市,西日本最大級の遊園地。絶叫マシンやアトラクションが充実しており、国内外から多くの観光客が訪れる。,https://www.nagoya-info.jp/upload/spots/large/17768417206396ca1f948ab.jpg,https://www.nagashima-onsen.co.jp/spaland/
滋賀県,琵琶湖,大津市、草津市、栗東市など,日本最大の湖。湖上遊覧船やボート遊び、水族館などさまざまなアクティビティが楽しめる。,https://cache.biwako-visitors.jp/uploads/images/spots/resized/640/3eec29f006759b22fe258c8b968a9399.jpg?key=029f2fd5a324f67441121d1521ca909600e733c6,https://www.pref.shiga.lg.jp/ippan/kankyoshizen/biwako/gaiyou.html
滋賀県,彦根城,彦根市,国宝に指定された彦根城。天守閣からは琵琶湖の絶景を眺めることができる。,https://img.rurubu.jp/img_srw/andmore/images/0000515108/P6tWRQ5ztQZeVmkJa4BpAu8JYi9mNva52MNN42Xd.jpg,https://hikonecastle.com/
滋賀県,比叡山延暦寺,大津市、京都市,世界遺産に登録された延暦寺。標高848mの比叡山全域が境内となっている。,https://skyticket.jp/guide/wp-content/uploads/pixta_19245247_M-1-e1580110213115.jpg,https://www.hieizan.or.jp/
京都府,金閣寺,京都市北区,金箔で覆われた舎利殿が有名な寺院,https://s3-ap-northeast-1.amazonaws.com/thegate/2021/07/15/12/17/21/Kinkakuji_Temple.jpg,https://www.shokoku-ji.jp/kinkakuji/
京都府,銀閣寺,京都市北区,白漆で覆われた舎利殿が有名な寺院,https://www.shokoku-ji.jp/wp-content/themes/shokokuji/assets/img/ginkakuji/about/imgSlide01@2x.jpg,https://www.shokoku-ji.jp/ginkakuji/
京都府,清水寺,京都市東山区,清水の舞台からの眺めが有名な寺院,https://static.gltjp.com/glt/prd/data/article/21000/20372/20230817_145716_42bf4910_w1920.jpg,https://www.kiyomizudera.or.jp/
大阪府,大阪城天守閣,大阪市,豊臣秀吉によって築かれた城で、国の重要文化財に指定されています。,https://8ken-ya.osaka/wp/wp-content/uploads/2022/06/6da256a945fa3be9367e8f6267a819f5.jpg,https://www.osakacastle.net/
大阪府,海遊館,大阪市,世界最大級の水族館で、約300種、約3万点の海の生き物が展示されています。,"https://res-2.cloudinary.com/jnto/image/upload/w_2064,h_1300,c_fill,f_auto,fl_lossy,q_auto/v1648205341/osaka/H_00496_001",https://www.kaiyukan.com/
大阪府,ユニバーサル・スタジオ・ジャパン,大阪市,アメリカのテーマパーク「ユニバーサル・オーランド・リゾート」をモデルにしたテーマパークで、人気アトラクションやショーが楽しめます。,https://www.kaigo-antenna.jp/uploads/spot_content/main_image/306/usj-138.jpg,https://www.usj.co.jp/web/ja/jp
兵庫県,姫路城,姫路市,世界文化遺産に登録された、白鷺城とも呼ばれる美しい城。,https://travel.rakuten.co.jp/mytrip/sites/mytrip/files/styles/main_image/public/migration_article_images/howto/worldheritage-kinki-key.jpg?itok=E80MjHpj,https://www.city.himeji.lg.jp/castle/
兵庫県,神戸ハーバーランド,神戸市,港町・神戸の象徴的な観光スポット。摩耶山掬星台やメリケンパークなど、さまざまな見どころがあります。,https://hyogo.itot.jp/kobe/wp-content/uploads/2022/03/311403_pixta_79739306_M.jpg,https://harborland.co.jp/
兵庫県,有馬温泉,神戸市,古くから続く日本三古湯のひとつ。豊かな自然に囲まれた温泉地です。,https://www.feel-kobe.jp/app/wp-content/uploads/page//arima.jpg,https://www.arima-onsen.com/
奈良県,東大寺,奈良市,奈良県を代表する観光スポット。世界遺産に登録されている大仏殿や、奈良公園の鹿など、見どころ満載です。,https://www.todaiji.or.jp/wp-content/uploads/2022/02/daibutsuden00.jpg,https://www.todaiji.or.jp/
奈良県,法隆寺,斑鳩町,世界最古の木造建築物群として知られる法隆寺。金堂や五重塔など、貴重な文化財を見ることができます。,https://d2ahiw9kb7is19.cloudfront.net/-/media/393CD174FCFB4AF189259C76EBCC8E13.jpg?d=20220216T073108,http://www.horyuji.or.jp/
奈良県,奈良公園,奈良市,"春日大社、興福寺、東大寺などの寺社仏閣が集まる広大な公園。約1,200頭の鹿が生息しており、餌やりや散策を楽しむことができます。",https://travel.rakuten.co.jp/mytrip/sites/mytrip/files/styles/main_image/public/migration_article_images/howto/narakoen-guide-key.jpg?itok=R4KOgNTG,https://www3.pref.nara.jp/park/
和歌山県,アドベンチャーワールド,和歌山市,ジャイアントパンダやイルカショー、アシカショーなど、多彩な動物パフォーマンスが楽しめるテーマパーク,https://www.aws-s.com/assets/img/facility/newentrance_dome.jpg,https://www.aws-s.com/
和歌山県,白良浜,白浜町,真っ白な砂浜とエメラルドグリーンの海が美しいビーチ,https://www.nankishirahama.jp/wp-content/uploads/SP19-1.jpg,https://www.nankishirahama.jp/spot/527/
和歌山県,那智の滝（那智大滝）,那智勝浦町,落差133mの日本三名瀑のひとつ,https://images.ctfassets.net/8kohjgazu1qe/img_spot_25_3/f7e810237d89740f1b6e88c6a7760684/img-spot_25-3.jpg?w=1600&h=1067,https://kumanonachitaisha.or.jp/pavilion/waterfall.html
鳥取県,鳥取砂丘,鳥取市,日本最大の砂丘。砂丘トロッコやラクダ乗りなど、様々なアクティビティを楽しむことができる。,https://www.kirinnomachi.jp/jp/wp-content/uploads/2019/09/tottorisakyuu5-2-1160x716.jpg,https://www.tottori-guide.jp/sakyu/
鳥取県,大山,倉吉市・大山町,"日本三霊山の一つ。標高3,063mの雄大な山容を誇る。",https://www.tottori-guide.jp/files/46815.jpg,https://tourismdaisen.com/
鳥取県,三朝温泉,三朝町,世界有数のラドン含有量を誇る温泉。豊かな自然に囲まれた、癒しの温泉地。,https://misasaonsen.jp/wp-content/uploads/2020/04/kawaraburo2021-scaled.jpg,https://misasaonsen.jp/
島根県,出雲大社,出雲市,縁結びの神様として知られる、日本最古級の神社。旧暦10月の神在祭には全国の八百万の神々が集まるとされる。,https://www.knt.co.jp/travelguide/kokunai/image/travelguide_089_mv.jpg,https://izumooyashiro.or.jp/
島根県,松江城,松江市,国の重要文化財に指定されている、江戸時代の城郭。城内には、松江城歴史館や庭園などがある。,https://www.matsue-castle.jp/files/bgeditor/img/108__MQ-D-.jpg,https://www.matsue-castle.jp/
島根県,足立美術館,安来市,庭園ランキング日本一に輝いたこともある、庭園と美術品を鑑賞できる美術館。日本庭園や洋風庭園など、多彩な庭園が楽しめる。,https://www.adachi-museum.or.jp/admin/wp-content/uploads/2020/08/1d5f2ea80dbc8ec2044290401c8e5a96.jpg,https://www.adachi-museum.or.jp/
岡山県,岡山後楽園,岡山市,国の特別名勝に指定された日本三名園の一つ。広大な敷地に池や茶室、庭園などが広がる。,https://www.okayama-kanko.jp/image/rendering/attraction_image/11/keep/1200?v=02baf5699e25df7edcadc5113d262efdfca6ceed,https://okayama-korakuen.jp/index.html
岡山県,倉敷美観地区,倉敷市,江戸時代に天領として栄えた町並みが残る。川沿いの柳並木や白壁の町家が美しい。,https://www.okayama-kanko.jp/image/rendering/attraction_image/243/keep/1200?v=35085fdc4411fce9bb55abb2d997dbf163637a2a,https://www.okayama-kanko.jp/feature/machiaruki/1
岡山県,備中松山城,高梁市,標高420mの山頂に築かれた天空の城。日本百名城の一つ。,https://www.nippon.com/ja/ncommon/contents/guide-to-japan/1800351/1800351.jpg,https://www.city.takahashi.lg.jp/soshiki/9/shiro4240131.html
広島県,厳島神社,広島市,瀬戸内海に浮かぶ、世界遺産の神社。海上に浮かぶような社殿が特徴的。,https://www.club-t.com/sp/kokunai/images/banner/640x480/bnr-miyajima-640x480.jpg,https://www.itsukushimajinja.jp/
広島県,原爆ドーム,広島市,1945年に広島に投下された原子爆弾の惨禍を伝える、世界遺産の遺構。,https://www.shimz.co.jp/works/images/2021/jp_edu_202104_dome_main_02.jpg,https://www.city.hiroshima.lg.jp/site/atomicbomb-peace/163434.html
広島県,広島平和記念公園,広島市,原爆ドームや平和記念資料館など、平和を願う施設が集まる公園。,https://hiroshimaforpeace.com/wp-content/uploads/2022/12/DSC_3876-1024x683.jpg,https://dive-hiroshima.com/explore/2621/
山口県,角島大橋,下関市,"日本三景の一つである角島と本土を結ぶ全長3,613mの橋。海に浮かぶように見える絶景が人気。",https://yamaguchi-tourism.jp/lsc/upfile/spot/0001/1030/11030_8_l.jpg,https://yamaguchi-tourism.jp/spot/detail_11030.html
山口県,下関市立しものせき水族館 海響館,下関市,シロナガスクジラやジンベエザメなど、日本最大級の水槽を誇る水族館。,https://yamaguchi-tourism.jp/lsc/upfile/spot/0001/1024/11024_2_l.jpg,https://www.kaikyokan.com/
山口県,錦帯橋,岩国市,国の重要文化財に指定された、16世紀に造られた木造の橋。日本三名橋の一つ。,https://cdn.jalan.jp/jalan/img/6/kuchikomi/4086/KL/8b8ae_0004086790_10.jpg,https://kintaikyo.iwakuni-city.net/
徳島県,大塚国際美術館,鳴門市,世界中の名画や彫刻を陶板で再現した美術館。,https://o-museum.or.jp/files/libs/3629/sw/201909171621288965.png?1568704892,https://o-museum.or.jp/
徳島県,鳴門の渦潮,鳴門市,世界三大潮流のひとつ。潮の干満の差で渦潮が発生する。,https://tokushima.ismcdn.jp/mwimgs/2/3/700/img_233103e5d9d979a1b56876635cb3ce711556857.jpg,https://www.uzusio.com/
徳島県,祖谷のかずら橋,三好市,シラクチカズラで作られた吊り橋。標高300mの断崖絶壁を渡る。,https://www.awanavi.jp/wp-content/uploads/attachment/5724.jpg,https://miyoshi-tourism.jp/spot/iyanokazurabashi/
香川県,金刀比羅宮,琴平町,四国八十八箇所霊場の第八十八番札所。参道の石段は、国宝に指定されている。,https://s3-ap-northeast-1.amazonaws.com/thegate/2021/03/04/11/07/43/konpirasan-gohongu.jpg,https://www.konpira.or.jp/
香川県,栗林公園,高松市,国の特別名勝・特別史跡に指定されている。日本三名園の一つ。,https://www.my-kagawa.jp/images/smartphone/ritsuringarden/photo/photo_201609_2.jpg,https://www.my-kagawa.jp/ritsuringarden
香川県,エンジェルロード,土庄町,干潮時にだけ現れる砂の道。恋人たちの聖地として知られる。,https://www.my-kagawa.jp/image/rendering/attraction_image/1130/trim/3/2?v=c2dc1a2b9e543c933264579bebc825a0980850a4,https://www.my-kagawa.jp/point/306/
愛媛県,道後温泉,松山市,日本最古の温泉で、夏目漱石の「坊っちゃん」の舞台にもなっています。,https://dogo.jp/wp-content/uploads/2017/01/slide_01.jpg,https://dogo.jp/
愛媛県,松山城,松山市,国宝に指定されている天守閣で、松山市のシンボルです。,https://www.iyokannet.jp/image/rendering/feature_paragraph_image/244/trim.840/2/1?v=3770d0d2b6a699f105a32e8c808a676dd60079ae,https://www.matsuyamajo.jp/
愛媛県,愛媛県立とべ動物園,上浮穴郡久万高原町,100種以上の動物が飼育されている動物園で、日本一広い敷地を誇ります。,https://images.keizai.biz/matsuyama_keizai/headline/1535416328_photo.jpg,https://www.tobezoo.com/
